httpRequest.latency,httpRequest.protocol,httpRequest.referer,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.serverIp,httpRequest.status,httpRequest.userAgent,insertId,"'labels.""commit-sha""","'labels.""gcb-build-id""","'labels.""gcb-trigger-id""","'labels.""gcb-trigger-region""",labels.instanceId,"'labels.""managed-by""",logName,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,spanId,textPayload,timestamp,trace,traceSampled
,,,,,,,,,,,69689bee0002475a02e7209a,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  schema: [90mundefined[39m,","'2026-01-15T07:49:02.149338Z",,
,,,,,,,,,,,69689bee0002475789206b6f,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  where: [90mundefined[39m,","'2026-01-15T07:49:02.149335Z",,
,,,,,,,,,,,69689bee00024753903ef18d,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  internalQuery: [90mundefined[39m,","'2026-01-15T07:49:02.149331Z",,
,,,,,,,,,,,69689bee00024750f3b64867,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  internalPosition: [90mundefined[39m,","'2026-01-15T07:49:02.149328Z",,
,,,,,,,,,,,69689bee0002474cd3683b3a,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  position: [32m'406'[39m,","'2026-01-15T07:49:02.149324Z",,
,,,,,,,,,,,69689bee0002474886023ae6,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  hint: [90mundefined[39m,","'2026-01-15T07:49:02.149320Z",,
,,,,,,,,,,,69689bee00024745f897f578,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  detail: [90mundefined[39m,","'2026-01-15T07:49:02.149317Z",,
,,,,,,,,,,,69689bee000247423586d054,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  code: [32m'42P01'[39m,","'2026-01-15T07:49:02.149314Z",,
,,,,,,,,,,,69689bee0002473f636d7af6,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  severity: [32m'ERROR'[39m,","'2026-01-15T07:49:02.149311Z",,
,,,,,,,,,,,69689bee0002473b4e9a84e0,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  length: [33m115[39m,","'2026-01-15T07:49:02.149307Z",,
,,,,,,,,,,,69689bee0002473815dea2f7,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  },","'2026-01-15T07:49:02.149304Z",,
,,,,,,,,,,,69689bee00024734652665f4,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"    routine: [32m'parserOpenTable'[39m","'2026-01-15T07:49:02.149300Z",,
,,,,,,,,,,,69689bee000247312eb0b81a,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'    line: [32m'1449'[39m,","'2026-01-15T07:49:02.149297Z",,
,,,,,,,,,,,69689bee0002472c5415a8f4,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'    file: [32m'parse_relation.c'[39m,","'2026-01-15T07:49:02.149292Z",,
,,,,,,,,,,,69689bee0002472938bd051f,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'    constraint: [90mundefined[39m,","'2026-01-15T07:49:02.149289Z",,
,,,,,,,,,,,69689bee0002472629214175,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'    dataType: [90mundefined[39m,","'2026-01-15T07:49:02.149286Z",,
,,,,,,,,,,,69689bee0002472341cf1451,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'    column: [90mundefined[39m,","'2026-01-15T07:49:02.149283Z",,
,,,,,,,,,,,69689bee0002472091dbd83f,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'    table: [90mundefined[39m,","'2026-01-15T07:49:02.149280Z",,
,,,,,,,,,,,69689bee0002471f85540d33,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstdout",,"'2026-01-15T07:49:02.153622163Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'[32m[Nest] 1  - [39m01/15/2026, 7:49:02 AM [32m    LOG[39m [38;5;3m[HTTP] [39m[32mGET /api/v1/tickers?search=m&external=false 500 52 - Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36 169.254.169.126[39m","'2026-01-15T07:49:02.149279Z",,
,,,,,,,,,,,69689bee0002471cf92be61c,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'    schema: [90mundefined[39m,","'2026-01-15T07:49:02.149276Z",,
,,,,,,,,,,,69689bee0002471819640283,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'    where: [90mundefined[39m,","'2026-01-15T07:49:02.149272Z",,
,,,,,,,,,,,69689bee000247143b6c4ca3,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'    internalQuery: [90mundefined[39m,","'2026-01-15T07:49:02.149268Z",,
,,,,,,,,,,,69689bee0002470fcbea4b07,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'    internalPosition: [90mundefined[39m,","'2026-01-15T07:49:02.149263Z",,
,,,,,,,,,,,69689bee0002470cdaa4c81d,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'    position: [32m'406'[39m,","'2026-01-15T07:49:02.149260Z",,
,,,,,,,,,,,69689bee000247096be4a95a,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'    hint: [90mundefined[39m,","'2026-01-15T07:49:02.149257Z",,
